,Unnamed: 0_x,fipsCode,amount_land,amount_water,latitude,longitude,venue_id,brand,state_x,city,daily_traffic_avg,home_air_distance_kilometers_median,home_air_distance_kilometers_25th_pct,home_air_distance_75th_kilometers_pct,work_air_distance_kilometers_median,work_air_distance_25th_kilometers_pct,work_air_distance_75th_kilometers_pct,traffic_fraction,people_fraction,venue_air_distance,population,Unnamed: 0_y,state_y,map_count_by_city,Unnamed: 0,state,daily_traffic_avg_avg,home_air_distance_kilometers_median_avg,home_air_distance_kilometers_25th_pct_avg,home_air_distance_75th_kilometers_pct_avg,work_air_distance_kilometers_median_avg,work_air_distance_25th_kilometers_pct_avg,work_air_distance_75th_kilometers_pct_avg,income_mean,income_median
10912,9742,484391041002,426566.0,0,32.725598100000006,-97.335264,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.003,0.002,4.4860000000000015,1268,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10913,9743,484391042011,1129334.0,0,32.7192603,-97.3561575,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.004,0.003,2.331,809,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10914,9744,484391042011,1129334.0,0,32.7192603,-97.3561575,7aa2ad29-2599-4d82-b9dc-f8cfd80e816b,Sprouts Farmers Market,TX,Fort Worth,417,8,4,18,8,5,26,0.004,0.005,5.205,809,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10915,9745,484391042012,733693.0,0,32.7162139,-97.3646995,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.003,0.002,4.044,1065,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10916,9746,484391042012,733693.0,0,32.7162139,-97.3646995,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.014,0.006999999999999999,1.315,1065,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10917,9747,484391042013,1299318.0,0,32.7072111,-97.3681242,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.002,0.003,2.774,1670,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10918,9748,484391042013,1299318.0,0,32.7072111,-97.3681242,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.012,0.011,1.199,1670,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10919,9749,484391042014,228657.0,0,32.7094212,-97.3628211,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.006999999999999999,0.006,1.854,2485,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10920,9750,484391042021,452370.0,0,32.6995339,-97.3693284,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.002,0.003,1.507,565,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10921,9751,484391042022,571766.0,0,32.690415,-97.3696342,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.001,0.001,1.92,970,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10922,9752,484391042022,571766.0,0,32.690415,-97.3696342,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.003,0.004,2.2430000000000003,970,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10923,9753,484391042023,523503.0,0,32.6935858,-97.37438459999998,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.001,0.002,1.668,890,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10924,9754,484391042023,523503.0,0,32.6935858,-97.37438459999998,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.001,0.002,1.812,890,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10925,9755,484391042024,602054.0,0,32.696172600000004,-97.3638455,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.002,0.002,2.201,1168,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10926,9756,484391043001,575672.0,0,32.7060929,-97.354885,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.001,0.001,4.053,1621,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10927,9757,484391043001,575672.0,0,32.7060929,-97.354885,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.004,0.004,2.334,1621,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10928,9758,484391043002,499031.0,0,32.700943,-97.358093,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.005,0.004,2.406,344,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10929,9759,484391043004,291684.0,0,32.71066,-97.354186,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.01,0.006,2.321,731,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10930,9760,484391043005,624880.0,0,32.7155097,-97.3470139,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.005,0.005,3.102,926,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10931,9761,484391043006,508854.0,0,32.7218384,-97.3487241,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.002,0.002,5.567,1063,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10932,9762,484391043006,508854.0,0,32.7218384,-97.3487241,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.006999999999999999,0.004,3.2,1063,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10933,9763,484391044002,553349.0,0,32.7065111,-97.341756,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.002,0.002,5.011,1261,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10934,9764,484391045042,1932838.0,0,32.690203600000004,-97.3078556,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.001,0.002,7.365,1840,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10935,9765,484391045053,1754920.0,0,32.7070762,-97.3105666,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.001,0.001,7.331,2022,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10936,9766,484391046053,1918829.0,0,32.6958525,-97.2995637,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.003,0.002,8.324,2109,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10937,9767,484391046054,765982.0,0,32.693357,-97.2887365,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.001,0.001,9.22,995,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10938,9768,484391048021,515276.0,0,32.6808779,-97.3564169,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.004,0.003,3.217,2277,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10939,9769,484391048022,387974.0,0,32.6744726,-97.3564441,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.003,0.002,3.275,1108,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10940,9770,484391048024,848642.0,3175,32.681788899999994,-97.3481949,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.001,0.001,3.841,1496,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10941,9771,484391048033,583428.0,0,32.6879844,-97.344373,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.006,0.004,4.141,1631,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10942,9772,484391048033,583428.0,0,32.6879844,-97.344373,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.001,0.002,4.26,1631,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10943,9773,484391048034,299027.0,0,32.694788300000006,-97.3423665,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.002,0.001,4.694,1181,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10944,9774,484391048041,1483207.0,0,32.6899567,-97.3589299,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.002,0.002,2.264,1337,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10945,9775,484391048042,643487.0,0,32.6907257,-97.3499401,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.001,0.001,3.845,1436,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10946,9777,484391052031,641287.0,0,32.720321899999995,-97.4617098,7aa2ad29-2599-4d82-b9dc-f8cfd80e816b,Sprouts Farmers Market,TX,Fort Worth,417,8,4,18,8,5,26,0.003,0.003,3.842,946,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10947,9778,484391052052,392527.0,0,32.7289527,-97.4696523,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.002,0.002,8.089,1906,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10948,9779,484391054031,3130266.0,128629,32.7166577,-97.3738906,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.027000000000000003,0.014,0.0,1841,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10949,9780,484391054032,546330.0,0,32.7051928,-97.3829432,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.004,0.005,2.355,1215,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10950,9781,484391054032,546330.0,0,32.7051928,-97.3829432,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.009000000000000001,0.006999999999999999,0.424,1215,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10951,9782,484391054033,1201405.0,0,32.698979800000004,-97.3826161,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.002,0.003,1.462,1321,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10952,9783,484391054033,1201405.0,0,32.698979800000004,-97.3826161,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.006,0.004,0.918,1321,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10953,9784,484391054034,261277.0,0,32.7159895,-97.3811595,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.003,0.004,3.3510000000000004,1351,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10954,9785,484391054034,261277.0,0,32.7159895,-97.3811595,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.01,0.008,0.04,1351,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10955,9786,484391054035,244101.0,0,32.712647600000004,-97.3809969,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.001,0.001,3.185,836,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10956,9787,484391054035,244101.0,0,32.712647600000004,-97.3809969,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.006999999999999999,0.006999999999999999,0.161,836,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10957,9788,484391054041,1163046.0,0,32.6857725,-97.3778759,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.002,0.003,1.163,811,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10958,9789,484391054042,964906.0,26703,32.6900316,-97.3875677,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.01,0.008,0.149,1879,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10959,9790,484391054042,964906.0,26703,32.6900316,-97.3875677,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.017,0.008,1.765,1879,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10960,9791,484391054042,964906.0,26703,32.6900316,-97.3875677,7aa2ad29-2599-4d82-b9dc-f8cfd80e816b,Sprouts Farmers Market,TX,Fort Worth,417,8,4,18,8,5,26,0.002,0.004,4.0939999999999985,1879,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10961,9792,484391054043,1155915.0,0,32.6828585,-97.384962,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.013,0.008,0.155,1273,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10962,9793,484391054043,1155915.0,0,32.6828585,-97.384962,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.01,0.008,2.347,1273,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10963,9794,484391054043,1155915.0,0,32.6828585,-97.384962,7aa2ad29-2599-4d82-b9dc-f8cfd80e816b,Sprouts Farmers Market,TX,Fort Worth,417,8,4,18,8,5,26,0.002,0.004,4.939,1273,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10964,9795,484391054051,277451.0,0,32.694831,-97.4188572,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.003,0.002,2.29,1347,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10965,9796,484391054051,277451.0,0,32.694831,-97.4188572,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.001,0.002,3.214,1347,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10966,9797,484391054053,7214770.0,0,32.7010494,-97.4003903,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.015,0.012,0.0,1642,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10967,9798,484391054053,7214770.0,0,32.7010494,-97.4003903,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.021,0.018000000000000002,0.067,1642,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10968,9799,484391054053,7214770.0,0,32.7010494,-97.4003903,7aa2ad29-2599-4d82-b9dc-f8cfd80e816b,Sprouts Farmers Market,TX,Fort Worth,417,8,4,18,8,5,26,0.009000000000000001,0.008,1.791,1642,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10969,9800,484391054053,7214770.0,0,32.7010494,-97.4003903,f20fafbc-61b8-4a64-bfcb-c6e279e8b745,Whole Foods Market,TX,Fort Worth,179,26,10,173,19,10,54,0.499,0.135,0.0,1642,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10970,9801,484391054061,1312869.0,17121,32.6904316,-97.431395,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.002,0.002,3.025,1030,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10971,9802,484391054061,1312869.0,17121,32.6904316,-97.431395,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.002,0.002,4.035,1030,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10972,9803,484391054062,192492.0,0,32.7012081,-97.4236327,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.001,0.002,3.149,827,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10973,9804,484391054063,466410.0,0,32.705659000000004,-97.4194062,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.004,0.002,2.483,767,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10974,9805,484391054063,466410.0,0,32.705659000000004,-97.4194062,7aa2ad29-2599-4d82-b9dc-f8cfd80e816b,Sprouts Farmers Market,TX,Fort Worth,417,8,4,18,8,5,26,0.003,0.005,1.803,767,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10975,9806,484391054064,304241.0,0,32.7042854,-97.4152381,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.003,0.003,2.803,1196,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10976,9807,484391054064,304241.0,0,32.7042854,-97.4152381,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.008,0.004,2.533,1196,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10977,9808,484391054064,304241.0,0,32.7042854,-97.4152381,7aa2ad29-2599-4d82-b9dc-f8cfd80e816b,Sprouts Farmers Market,TX,Fort Worth,417,8,4,18,8,5,26,0.008,0.005,2.075,1196,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10978,9809,484391054065,336376.0,0,32.6993228,-97.4205969,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.006,0.003,2.786,1424,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10979,9810,484391054065,336376.0,0,32.6993228,-97.4205969,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.002,0.002,3.054,1424,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10980,9811,484391054065,336376.0,0,32.6993228,-97.4205969,7aa2ad29-2599-4d82-b9dc-f8cfd80e816b,Sprouts Farmers Market,TX,Fort Worth,417,8,4,18,8,5,26,0.003,0.005,2.5980000000000003,1424,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10981,9812,484391055021,740339.0,0,32.6696304,-97.3801484,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.005,0.003,1.492,1111,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10982,9813,484391055021,740339.0,0,32.6696304,-97.3801484,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.002,0.002,4.126,1111,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10983,9814,484391055022,890494.0,0,32.6645496,-97.3857316,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.008,0.005,1.564,1582,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10984,9815,484391055025,977631.0,0,32.6626747,-97.3739652,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.004,0.004,2.115,1385,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10985,9816,484391055025,977631.0,0,32.6626747,-97.3739652,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.005,0.003,4.4830000000000005,1385,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10986,9817,484391055032,412916.0,0,32.6588259,-97.3944474,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.003,0.002,2.256,1062,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10987,9818,484391055033,667712.0,0,32.6541783,-97.3870022,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.003,0.002,2.8160000000000003,315,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10988,9819,484391055033,667712.0,0,32.6541783,-97.3870022,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.004,0.002,5.979,315,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10989,9820,484391055034,339858.0,0,32.6518186,-97.3937782,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.001,0.001,3.051,425,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10990,9821,484391055035,589172.0,0,32.6548154,-97.3997082,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.002,0.002,2.697,1009,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10991,9822,484391055035,589172.0,0,32.6548154,-97.3997082,5e9ce91b-41ba-4b05-8be1-1ce4825abff0,Trader Joe's,TX,Fort Worth,1205,10,4,24,9,4,32,0.002,0.002,6.006,1009,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10992,9823,484391055036,1226136.0,0,32.6483832,-97.4052424,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.005,0.006,3.358,2546,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
10993,9824,484391055051,427130.0,0,32.6735431,-97.3865314,45c586e4-9d0d-4610-9ba7-7b6cef1d15a4,Sprouts Farmers Market,TX,Fort Worth,1219,9,5,22,11,6,29,0.003,0.003,0.852,2134,60,TX,4,60,TX,755.0,13.25,5.75,59.25,11.75,6.25,35.25,80401.4708333333,116524.7625
